From	Entry	Entry Name	Gene Names	Protein names	EC number	Reviewed
AT1G18020	P0DI09	ORL2B_ARATH	At1g18020 T10F20.3	Putative 12-oxophytodienoate reductase-like protein 2B (EC 1.3.1.-)	1.3.1.-	reviewed
AT1G18060	A0A654ELM3	A0A654ELM3_ARATH	At1g18060 AN1_LOCUS1941 C24_LOCUS1857	Uncharacterized protein		unreviewed
AT1G18070	Q8L835	Q8L835_ARATH	At1g18070 T10F20.8	Eukaryotic peptide chain release factor GTP-binding subunit (ERF-3) (ERF2) (Polypeptide release factor 3) (Translation release factor 3)		unreviewed
AT1G18070	Q9LMS7	Q9LMS7_ARATH	At1g18070 T10F20.8	T10F20.8 protein (Translation elongation factor EF1A/initiation factor IF2gamma family protein)		unreviewed
AT1G18080	O24456	GBLPA_ARATH	RACK1A ARCA At1g18080 T10F20.9 T10O22.6	Small ribosomal subunit protein RACK1z (Guanine nucleotide-binding protein subunit beta-like protein A) (Receptor for activated C kinase 1A) (WD-40 repeat auxin-dependent protein ARCA)		reviewed
AT1G18150	Q9LM33	MPK8_ARATH	MPK8 At1g18150 T10F20.15 T10O22.12	Mitogen-activated protein kinase 8 (AtMPK8) (MAP kinase 8) (EC 2.7.11.24)	2.7.11.24	reviewed
AT1G18170	Q9LDY5	FK172_ARATH	FKBP17-2 At1g18170 T10F20.17	Peptidyl-prolyl cis-trans isomerase FKBP17-2, chloroplastic (PPIase FKBP17-2) (EC 5.2.1.8) (FK506-binding protein 17-2) (AtFKBP17-2) (Immunophilin FKBP17-2) (Rotamase)	5.2.1.8	reviewed
AT1G18210	Q9LE22	CML27_ARATH	CML27 At1g18210 T10F20.22 T10O22.19	Probable calcium-binding protein CML27 (Calmodulin-like protein 27)		reviewed
AT1G18260	Q9LM25	HRD3A_ARATH	HRD3A EBS5 At1g18260 T10O22.22	ERAD-associated E3 ubiquitin-protein ligase component HRD3A (AtSel1A) (Protein EMS-MUTAGENIZED BRI1 SUPPRESSOR 5)		reviewed
AT1G18270	A0A1P8AVD8	A0A1P8AVD8_ARATH	At1g18270 T10O22.24 T10O22_24	Ketose-bisphosphate aldolase class-II family protein		unreviewed
AT1G18270	A0A654ECE6	A0A654ECE6_ARATH	At1g18270 AN1_LOCUS1960	Ketose-bisphosphate aldolase class-II family protein		unreviewed
AT1G18270	B3H739	B3H739_ARATH	At1g18270 T10O22.24 T10O22_24	Ketose-bisphosphate aldolase class-II family protein		unreviewed
AT1G18270	F4IAP5	F4IAP5_ARATH	At1g18270 T10O22.24 T10O22_24	Ketose-bisphosphate aldolase class-II family protein		unreviewed
AT1G18440	Q8GW64	PTHC_ARATH	At1g18440 F15H18.24	Peptidyl-tRNA hydrolase, chloroplastic (EC 3.1.1.29) (C-PTH)	3.1.1.29	reviewed
AT1G18440	A0A1P8APF1	A0A1P8APF1_ARATH	At1g18440 F15H18.24 F15H18_24	peptidyl-tRNA hydrolase (EC 3.1.1.29)	3.1.1.29	unreviewed
AT1G18450	Q84M92	ARP4_ARATH	ARP4 At1g18450 F15H18.8	Actin-related protein 4		reviewed
AT1G18500	Q9LPR4	LEU11_ARATH	IPMS1 MAML-4 At1g18500 F15H18.3	2-isopropylmalate synthase 1, chloroplastic (EC 2.3.3.13) (Methylthioalkylmalate synthase-like 4)	2.3.3.13	reviewed
AT1G18540	Q9FZ76	RL61_ARATH	RPL6A At1g18540 F25I16.12	Large ribosomal subunit protein eL6z (60S ribosomal protein L6-1)		reviewed
AT1G18590	Q9FZ80	SOT17_ARATH	SOT17 ST5C At1g18590 F25I16.7 F25I16_11	Cytosolic sulfotransferase 17 (AtSOT17) (EC 2.8.2.38) (Desulfoglucosinolate sulfotransferase C) (AtST5c)	2.8.2.38	reviewed
AT1G18630	Q9FZ84	RBG6_ARATH	RBG6 GR-RBP6 At1g18630 F26I16.3	Small ribosomal subunit protein mS86 (AtRBG6) (Glycine-rich RNA-binding protein 6, mitochondrial) (AtGR-RBP6)		reviewed
AT1G18640	O82796	SERC_ARATH	PSP PSP1 At1g18640 F26I16.2	Phosphoserine phosphatase, chloroplastic (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	3.1.3.3	reviewed
AT1G18640	A0A1P8AMY1	A0A1P8AMY1_ARATH	PSP 3-PHOSPHOSERINE PHOSPHATASE 3-phosphoserine phosphatase phosphoserine phosphatase 1 PSP1 At1g18640	phosphoserine phosphatase (EC 3.1.3.3)	3.1.3.3	unreviewed
AT1G18660	A0A178WKL0	A0A178WKL0_ARATH	At1g18660 AXX17_At1g19580 AT9943_LOCUS1613 C24_LOCUS1916	(thale cress) hypothetical protein		unreviewed
AT1G18660	F4ICB5	F4ICB5_ARATH	IAP1 At1g18660 F6A14.25 F6A14_25	Zinc finger (C3HC4-type RING finger) family protein		unreviewed
AT1G18700	A0A1P8AM23	A0A1P8AM23_ARATH	At1g18700 F6A14.19 F6A14_19	DNAJ heat shock N-terminal domain-containing protein		unreviewed
AT1G18700	A0A1P8AM27	A0A1P8AM27_ARATH	At1g18700 F6A14.19 F6A14_19	DNAJ heat shock N-terminal domain-containing protein		unreviewed
AT1G18700	A0A5S9V1V4	A0A5S9V1V4_ARATH	At1g18700 C24_LOCUS1920	J domain-containing protein		unreviewed
AT1G18700	F4ICB9	F4ICB9_ARATH	At1g18700 F6A14.19 F6A14_19	DNAJ heat shock N-terminal domain-containing protein		unreviewed
AT1G18700	F4ICC0	F4ICC0_ARATH	At1g18700 F6A14.19 F6A14_19	DNAJ heat shock N-terminal domain-containing protein		unreviewed
AT1G18700	F4ICC1	F4ICC1_ARATH	At1g18700 F6A14.19 F6A14_19	DNAJ heat shock N-terminal domain-containing protein		unreviewed
AT1G18730	Q8RXS1	PNSB4_ARATH	PNSB4 NDF6 At1g18730 F6A14.16	Photosynthetic NDH subunit of subcomplex B 4, chloroplastic (Protein PnsB4) (NDH DEPENDENT FLOW 6) (NDH-DEPENDENT CYCLIC ELECTRON FLOW 6)		reviewed
AT1G18730	A0A1P8AS98	A0A1P8AS98_ARATH	PNSB4 NDF6 NDH dependent flow 6 PnsB4 At1g18730 F6A14.16 F6A14_16	NDH dependent flow 6		unreviewed
AT1G18730	A8MRZ5	A8MRZ5_ARATH	PNSB4 NDF6 NDH dependent flow 6 PnsB4 At1g18730 F6A14.16 F6A14_16	NDH dependent flow 6		unreviewed
AT1G18730	B3H6Z4	B3H6Z4_ARATH	PNSB4 NDF6 NDH dependent flow 6 PnsB4 At1g18730 F6A14.16 F6A14_16	NDH dependent flow 6		unreviewed
AT1G18730	F4ICC6	F4ICC6_ARATH	PNSB4 NDF6 NDH dependent flow 6 PnsB4 At1g18730 F6A14.16 F6A14_16	NDH dependent flow 6		unreviewed
AT1G18800	Q8LC68	NRP2_ARATH	NRP2 NFA5 At1g18800 F6A14.10	NAP1-related protein 2 (Nucleosome/chromatin assembly factor group A5) (Protein SET homolog 2)		reviewed
AT1G18800	A0A178W8U0	A0A178W8U0_ARATH	At1g18800 AXX17_At1g19750	NRP2		unreviewed
AT1G18890	Q9M9V8	CDPKA_ARATH	CPK10 CDPK1 At1g18890 F6A14.1	Calcium-dependent protein kinase 10 (EC 2.7.11.1) (Calcium-dependent protein kinase isoform CDPK1) (AtCDPK1)	2.7.11.1	reviewed
AT1G19000	A0A178W7J9	A0A178W7J9_ARATH	At1g19000 AXX17_At1g19940 AN1_LOCUS2035 AT9943_LOCUS1647 C24_LOCUS1951	(thale cress) hypothetical protein		unreviewed
AT1G19130	A0A178WAJ3	A0A178WAJ3_ARATH	At1g19130 AXX17_At1g20080 AN1_LOCUS2050 AT9943_LOCUS1659 C24_LOCUS1964	(thale cress) hypothetical protein		unreviewed
AT1G19140	F4IE14	F4IE14_ARATH	COQ9 At1g19140 F14D16.30 F14D16_30	Ubiquinone biosynthesis protein		unreviewed
AT1G19140	Q9LMB2	Q9LMB2_ARATH	COQ9 T29M8.1 At1g19140 F14D16.30 F14D16_30	Ubiquinone biosynthesis protein		unreviewed
AT1G19150	Q8LCQ4	LHCA6_ARATH	LHCA6 At1g19150 T29M8.2	Photosystem I chlorophyll a/b-binding protein 6, chloroplastic (LHCI type III LHCA6)		reviewed
AT1G19360	Q9LN62	RRA3_ARATH	RRA3 At1g19360 F18O14.8	Arabinosyltransferase RRA3 (EC 2.4.2.-) (Protein REDUCED RESIDUAL ARABINOSE 3)	2.4.2.-	reviewed
AT1G19450	Q93YP9	ERDL4_ARATH	At1g19450 F18O14.22	Sugar transporter ERD6-like 4		reviewed
AT1G19520	Q8LEZ4	NFD5_ARATH	NFD5 At1g19520 F18O14.40	Small ribosomal subunit protein mS77 (rPPR2) (Protein NUCLEAR FUSION DEFECTIVE 5, mitochondrial)		reviewed
AT1G19520	A0A654ECT9	A0A654ECT9_ARATH	At1g19520 AN1_LOCUS2089	PROP1-like PPR domain-containing protein		unreviewed
AT1G19550	Q9LN39	Q9LN39_ARATH	DHAR At1g19550 F18O14.31 F18O14_31	glutathione transferase (EC 2.5.1.18)	2.5.1.18	unreviewed
AT1G19570	Q9FWR4	DHAR1_ARATH	DHAR1 DHAR5 At1g19570 F14P1.9 F18O14.22	Glutathione S-transferase DHAR1, mitochondrial (EC 2.5.1.18) (Chloride intracellular channel homolog 1) (CLIC homolog 1) (Glutathione-dependent dehydroascorbate reductase 1) (AtDHAR1) (GSH-dependent dehydroascorbate reductase 1) (mtDHAR) (EC 1.8.5.1)	1.8.5.1; 2.5.1.18	reviewed
AT1G19580	Q9FWR5	GCA1_ARATH	GAMMACA1 At1g19580 F14P1.8 F18O14.34	Gamma carbonic anhydrase 1, mitochondrial (AtCA1) (GAMMA CA1) (EC 4.2.1.-)	4.2.1.-	reviewed
AT1G19580	F4HP82	F4HP82_ARATH	GAMMA GAMMA CA1 gamma carbonic anhydrase 1 At1g19580	Gamma carbonic anhydrase 1		unreviewed
AT1G19640	Q9AR07	JMT_ARATH	JMT At1g19640 F14P1.3	Jasmonate O-methyltransferase (EC 2.1.1.141) (S-adenosyl-L-methionine:jasmonic acid carboxyl methyltransferase)	2.1.1.141	reviewed
AT1G19670	O22527	CLH1_ARATH	CLH1 ATHCOR1 COR1 At1g19670 F6F9.28	Chlorophyllase-1 (AtCLH1) (EC 3.1.1.14) (Chlorophyll-chlorophyllido hydrolase 1) (Chlase 1) (Coronatine-induced protein 1) (CORI1)	3.1.1.14	reviewed
AT1G19690	A0A654EBF4	A0A654EBF4_ARATH	At1g19690 AN1_LOCUS2105 AT9943_LOCUS1705 C24_LOCUS2018	(thale cress) hypothetical protein		unreviewed
AT1G19720	Q9FXH1	PPR52_ARATH	DYW7 PCMP-H7 At1g19720 F14P1.33 F6F9.22	Pentatricopeptide repeat-containing protein At1g19720 (Protein DYW7)		reviewed
AT1G19835	Q0WSY2	FPP4_ARATH	FPP4 At1g19835 F6F9.12	Filament-like plant protein 4 (AtFPP4)		reviewed
AT1G19870	Q9FXI5	IQD32_ARATH	IQD32 At1g19870 F6F9.8	Protein IQ-DOMAIN 32 (AtIQD32)		reviewed
AT1G19870	A0A1P8AP22	A0A1P8AP22_ARATH	IQD32 IQ-domain 32 iqd32 At1g19870 F6F9.8 F6F9_8	IQ-domain 32		unreviewed
AT1G19880	A0A178WQC8	A0A178WQC8_ARATH	At1g19880 AXX17_At1g20850 AN1_LOCUS2123 C24_LOCUS2036	Regulator of chromosome condensation (RCC1) family protein		unreviewed
AT1G19890	Q9FXI7	H3L2_ARATH	MGH3 At1g19890 F6F9.5	Histone H3-like 2 (Male gamete-specific histone H3)		reviewed
AT1G19910	P59228	VATL2_ARATH	VHA-c2 AVA-P2 AVAP2 At1g19910 F6F9.3	V-type proton ATPase subunit c2 (V-ATPase subunit c2) (V-type proton ATPase 16 kDa proteolipid subunit c2) (V-ATPase 16 kDa proteolipid subunit c2) (Vacuolar H(+)-ATPase subunit c isoform 2) (Vacuolar proton pump 16 kDa proteolipid subunit c2) (Vacuolar proton pump subunit c2)		reviewed
AT1G19910	A0A1P8AQP0	A0A1P8AQP0_ARATH	AVA-P2 ATVHA-C2 AVA-2PE VACUOLAR-TYPE H+ ATPASE C2 At1g19910 F6F9.3 F6F9_3	V-type proton ATPase proteolipid subunit		unreviewed
AT1G19920	Q43870	APS2_ARATH	APS2 ASA1 MET3-1 At1g19920 F6F9.2	ATP sulfurylase 2 (EC 2.7.7.4)	2.7.7.4	reviewed
AT1G20010	P29513	TBB5_ARATH	TUBB5 TUB5 At1g20010 T20H2.21	Tubulin beta-5 chain (Beta-5-tubulin)		reviewed
AT1G20020	Q8W493	FNRL2_ARATH	LFNR2 PETH2 At1g20020 T20H2.20	Ferredoxin--NADP reductase, leaf isozyme 2, chloroplastic (EC 1.18.1.2) (Leaf FNR 2) (AtLFNR2) (FNR-2)	1.18.1.2	reviewed
AT1G20020	C0Z2A8	C0Z2A8_ARATH	FNR2 ATLFNR2 LEAF FNR 2 LFNR2 At1g20020 T20H2.20 T20H2_20	Ferredoxin--NADP reductase, chloroplastic (FNR) (EC 1.18.1.2)	1.18.1.2	unreviewed
AT1G20050	O48962	EBP_ARATH	At1g20050 T20H2.18	Probable 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase)	5.3.3.5	reviewed
AT1G20110	Q9ASS2	FREE1_ARATH	FREE1 FYVE1 At1g20110 T20H2.10	Protein FREE1 (FYVE domain protein required for endosomal sorting 1) (FYVE domain-containing protein 1)		reviewed
AT1G20140	Q9LNT9	ASK4_ARATH	ASK4 At1g20140 T20H2.8	SKP1-like protein 4 (AtSK4)		reviewed
AT1G20160	Q9LNU1	CRSP_ARATH	CRSP SBT5.2 At1g20160 T20H2.6	CO(2)-response secreted protease (Subtilisin-like serine protease) (AtSBT5.2) (Tripeptidyl-peptidase II) (EC 3.4.14.10)	3.4.14.10	reviewed
AT1G20160	A0A1P8AUU9	A0A1P8AUU9_ARATH	ATSBT52 ATSBT5.2 At1g20160 T20H2.6 T20H2_6	Subtilisin-like serine endopeptidase family protein		unreviewed
AT1G20200	Q9LNU4	PSD3A_ARATH	RPN3A EMB2719 HAP15 At1g20200 T20H2.3	26S proteasome non-ATPase regulatory subunit 3 homolog A (26S proteasome regulatory subunit RPN3a) (AtRPN3a) (26S proteasome regulatory subunit S3 homolog A) (Protein EMBRYO DEFECTIVE 2719) (Protein HAPLESS 15)		reviewed
AT1G20220	Q944A2	Q944A2_ARATH	ATALBA2 At1g20220 T20H2.2 T20H2_2	Alba DNA/RNA-binding protein (At1g20220)		unreviewed
AT1G20260	Q8W4E2	VATB3_ARATH	VHA-B3 At1g20260 F14O10.13	V-type proton ATPase subunit B3 (V-ATPase subunit B3) (Vacuolar H(+)-ATPase subunit B isoform 3) (Vacuolar proton pump subunit B3)		reviewed
AT1G20330	Q39227	SMT2_ARATH	SMT2 CVP1 At1g20330 F14O10.7	24-methylenesterol C-methyltransferase 2 (24-sterol C-methyltransferase 2) (Sterol-C-methyltransferase 2) (EC 2.1.1.143) (Protein COTYLEDON VASCULAR PATTERN 1)	2.1.1.143	reviewed
AT1G20340	P42699	PLAS2_ARATH	DRT112 At1g20340 F14O10.6 F14O10_4 K3F10TP	Plastocyanin major isoform, chloroplastic (DNA-damage-repair/toleration protein DRT112)		reviewed
AT1G20370	A0A654EMB0	A0A654EMB0_ARATH	At1g20370 AN1_LOCUS2170	Pseudouridine synthase I TruA alpha/beta domain-containing protein		unreviewed
AT1G20440	P31168	COR47_ARATH	COR47 RD17 At1g20440 F5M15.22	Dehydrin COR47 (Cold-induced COR47 protein)		reviewed
AT1G20450	P42759	ERD10_ARATH	ERD10 LTI29 LTI45 At1g20450 F5M15.21 F5M15_20	Dehydrin ERD10 (Low-temperature-induced protein LTI45)		reviewed
AT1G20450	F4HST2	F4HST2_ARATH	ERD10 ER10 LOW TEMPERATURE INDUCED 29 LOW TEMPERATURE INDUCED 45 LTI29 LTI45 At1g20450 F5M15.21 F5M15_21	Dehydrin family protein		unreviewed
AT1G20510	Q84P21	4CLL5_ARATH	4CLL5 OPCL1 At1g20510 F5M15.17	Peroxisomal OPC-8:0-CoA ligase 1 (EC 6.2.1.-) (4-coumarate--CoA ligase isoform 9) (At4CL9) (4-coumarate--CoA ligase-like 5)	6.2.1.-	reviewed
AT1G20510	A0A1P8AUM2	A0A1P8AUM2_ARATH	OPCL1 OPC-8:0 CoA ligase1 At1g20510 F5M15.17 F5M15_17	OPC-8:0 CoA ligase1		unreviewed
AT1G20510	F4HST9	F4HST9_ARATH	OPCL1 OPC-8:0 CoA ligase1 At1g20510 F5M15.17 F5M15_17	OPC-8:0 CoA ligase1		unreviewed
AT1G20540	Q8RWD8	Q8RWD8_ARATH	At1g20540 F5M15.14 F5M15_14	Transducin/WD40 repeat-like superfamily protein		unreviewed
AT1G20580	Q9LM92	SMD3B_ARATH	SMD3B At1g20580 F2D10.7 F5M15.9	Small nuclear ribonucleoprotein SmD3b (SmD3-b) (snRNP core protein D3-b)		reviewed
AT1G20620	Q42547	CATA3_ARATH	CAT3 At1g20620 F2D10.40 F5M15.5	Catalase-3 (EC 1.11.1.6)	1.11.1.6	reviewed
AT1G20620	A0A1P8AWR0	A0A1P8AWR0_ARATH	CAT3 ATCAT3 catalase 3 SEN2 SENESCENCE 2 At1g20620 F5M15.5 F5M15_5	Catalase 3		unreviewed
AT1G20620	A0A1P8AWT7	A0A1P8AWT7_ARATH	CAT3 ATCAT3 catalase 3 SEN2 SENESCENCE 2 At1g20620 F5M15.5 F5M15_5	catalase (EC 1.11.1.6)	1.11.1.6	unreviewed
AT1G20620	B9DG18	B9DG18_ARATH	CAT3 ATCAT3 catalase 3 SEN2 SENESCENCE 2 At1g20620 F5M15.5 F5M15_5	catalase (EC 1.11.1.6)	1.11.1.6	unreviewed
AT1G20620	F4HUL6	F4HUL6_ARATH	CAT3 ATCAT3 catalase 3 SEN2 SENESCENCE 2 At1g20620 F5M15.5 F5M15_5	Catalase 3		unreviewed
AT1G20620	Q2V4M4	Q2V4M4_ARATH	CAT3 ATCAT3 catalase 3 SEN2 SENESCENCE 2 At1g20620 F5M15.5 F5M15_5	catalase (EC 1.11.1.6)	1.11.1.6	unreviewed
AT1G20630	Q96528	CATA1_ARATH	CAT1 At1g20630 F2D10.11 F5M15.31	Catalase-1 (EC 1.11.1.6)	1.11.1.6	reviewed
AT1G20760	Q9LM78	Q9LM78_ARATH	ATEH1 At1g20760 F2D10.25 F2D10_25	Calcium-binding EF hand family protein (F2D10.25)		unreviewed
AT1G20770	A0A178WF12	A0A178WF12_ARATH	At1g20770 AXX17_At1g21790 AN1_LOCUS2213 AT9943_LOCUS1800 C24_LOCUS2124	(thale cress) hypothetical protein		unreviewed
AT1G20770	A0A1P8ASF3	A0A1P8ASF3_ARATH	At1g20770 F2D10.26 F2D10_26	Coiled-coil protein		unreviewed
AT1G20780	Q9LM76	PUB44_ARATH	PUB44 SAUL1 At1g20780 F2D10.27	U-box domain-containing protein 44 (EC 2.3.2.27) (Plant U-box protein 44) (Protein SENESCENCE-ASSOCIATED E3 UBIQUITIN LIGASE 1) (RING-type E3 ubiquitin transferase PUB44)	2.3.2.27	reviewed
AT1G20810	Q9LM71	FKB18_ARATH	FKBP18 At1g20810 F2D10.32	Peptidyl-prolyl cis-trans isomerase FKBP18, chloroplastic (PPIase FKBP18) (EC 5.2.1.8) (FK506-binding protein 18) (AtFKBP18) (Immunophilin FKBP18) (Rotamase)	5.2.1.8	reviewed
AT1G20810	A0A1P8APZ5	A0A1P8APZ5_ARATH	At1g20810 F2D10.32 F2D10_32	peptidylprolyl isomerase (EC 5.2.1.8)	5.2.1.8	unreviewed
AT1G20816	Q6ID99	OP21A_ARATH	OEP21A At1g20816 F2D10.33	Outer envelope pore protein 21A, chloroplastic (Chloroplastic outer envelope pore protein of 21 kDa A)		reviewed
AT1G20840	Q96290	MSSP1_ARATH	MSSP1 MT1 TMT1 At1g20840 F2D10.36 F9H16.18	Monosaccharide-sensing protein 1 (Monosaccharide transporter 1) (Sugar transporter MSSP1) (Sugar transporter MT1) (Tonoplast monosaccharide transporter 1) (AtTMT1)		reviewed
AT1G20950	Q9SYP2	PFPA1_ARATH	PFP-ALPHA1 At1g20950 F9H16.6	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha 1 (PFP 1) (6-phosphofructokinase, pyrophosphate dependent 1) (PPi-PFK 1) (Pyrophosphate-dependent 6-phosphofructose-1-kinase 1)		reviewed
AT1G20960	Q9SYP1	DEXHC_ARATH	BRR2A EMB1507 At1g20960 F9H16.5	DExH-box ATP-dependent RNA helicase DExH12 (EC 3.6.4.13) (BRR2 homolog A) (AtBRR2A) (Pre-mRNA-splicing helicase BRR2A) (Protein EMBRYO DEFECTIVE 1507)	3.6.4.13	reviewed
AT1G20970	F4HWC3	F4HWC3_ARATH	At1g20970 F9H16.4 F9H16_4	Calponin-like domain protein		unreviewed
AT1G21065	Q9LPU1	Q9LPU1_ARATH	T22I11.11 At1g21065	Secondary thiamine-phosphate synthase enzyme (T22I11.11 protein)		unreviewed
AT1G21080	A0A178W555	A0A178W555_ARATH	At1g21080 AXX17_At1g22120 AN1_LOCUS2249 AT9943_LOCUS1831 C24_LOCUS2160	(thale cress) hypothetical protein		unreviewed
AT1G21080	F4HWD5	F4HWD5_ARATH	At1g21080 T22I11.9 T22I11_9	DNAJ heat shock N-terminal domain-containing protein		unreviewed
AT1G21080	Q93ZH5	Q93ZH5_ARATH	At1g21080 T22I11.9 T22I11_9	At1g21080/T22I11_9 (DNAJ heat shock N-terminal domain-containing protein)		unreviewed
AT1G21100	Q9LPU5	IGMT1_ARATH	IGMT1 At1g21100 T22I11.7	Indole glucosinolate O-methyltransferase 1 (EC 2.1.1.-)	2.1.1.-	reviewed
AT1G21110	Q9LPU6	IGMT3_ARATH	IGMT3 At1g21110 T22I11.6	Indole glucosinolate O-methyltransferase 3 (EC 2.1.1.-)	2.1.1.-	reviewed
AT1G21120	Q9LPU7	IGMT2_ARATH	IGMT2 At1g21120 T22I11.5	Indole glucosinolate O-methyltransferase 2 (EC 2.1.1.-)	2.1.1.-	reviewed
AT1G21120	A0A1P8AP65	A0A1P8AP65_ARATH	IGMT2 At1g21120 T22I11.5 T22I11_5	O-methyltransferase family protein		unreviewed
AT1G21130	Q9LPU8	IGMT4_ARATH	IGMT4 At1g21130 T22I11.4	Indole glucosinolate O-methyltransferase 4 (EC 2.1.1.-)	2.1.1.-	reviewed
AT1G21250	Q39191	WAK1_ARATH	WAK1 PRO25 At1g21250 F16F4.6	Wall-associated receptor kinase 1 (EC 2.7.11.-)	2.7.11.-	reviewed
AT1G21350	A0A1P8ATZ7	A0A1P8ATZ7_ARATH	At1g21350 F24J8.1 F24J8_1	Thioredoxin superfamily protein		unreviewed
AT1G21350	A8MQY2	A8MQY2_ARATH	At1g21350 F24J8.1 F24J8_1	Thioredoxin superfamily protein		unreviewed
AT1G21350	Q84WN4	Q84WN4_ARATH	At1g21350 F24J8.1 F24J8_1	At1g21350 (Thioredoxin superfamily protein)		unreviewed
AT1G21350	Q9LPL8	Q9LPL8_ARATH	At1g21350 F24J8.1 F24J8_1	AT1G21350 protein (F24J8.1 protein) (Thioredoxin superfamily protein)		unreviewed
AT1G21440	Q501F7	Q501F7_ARATH	At1g21440 F24J8.7 F24J8_7	At1g21440 (Phosphoenolpyruvate carboxylase family protein)		unreviewed
AT1G21500	A0A654EGY4	A0A654EGY4_ARATH	At1g21500 AN1_LOCUS2287 AT9943_LOCUS1869 C24_LOCUS2199	(thale cress) hypothetical protein		unreviewed
AT1G21600	Q9XI19	PTAC6_ARATH	PTAC6 PAP8 At1g21600 F8K7.1	PLASTID TRANSCRIPTIONALLY ACTIVE protein 6, chloroplastic (pTAC6) (Plastid-encoded RNA polymerase-associated protein 8) (PEP-associated protein 8)		reviewed
AT1G21630	A0A178WKM1	A0A178WKM1_ARATH	At1g21630 AXX17_At1g22700 C24_LOCUS2212	Calcium-binding EF hand family protein		unreviewed
AT1G21630	A0A1P8APZ6	A0A1P8APZ6_ARATH	ATEH2 At1g21630 F8K7.4 F8K7_4	Calcium-binding EF hand family protein		unreviewed
AT1G21630	A0A1P8AQ08	A0A1P8AQ08_ARATH	ATEH2 At1g21630 F8K7.4 F8K7_4	Calcium-binding EF hand family protein		unreviewed
AT1G21630	F4HY32	F4HY32_ARATH	ATEH2 At1g21630 F8K7.4 F8K7_4	Calcium-binding EF hand family protein		unreviewed
AT1G21640	Q9C5W3	NADK2_ARATH	NADK2 At1g21640 F8K7.5	NAD kinase 2, chloroplastic (AtNADK-2) (EC 2.7.1.23)	2.7.1.23	reviewed
AT1G21640	F4HY34	F4HY34_ARATH	NADK2 ATNADK2 NAD KINASE 2 NAD kinase 2 At1g21640 F8K7.5 F8K7_5	NAD kinase 2		unreviewed
AT1G21650	D8WUA4	SECA2_ARATH	SECA2 At1g21650 F8K7.6	Protein translocase subunit SECA2, chloroplastic (EC 7.4.2.4)	7.4.2.4	reviewed
AT1G21650	F4HY36	F4HY36_ARATH	SECA2 At1g21650 F8K7.7 F8K7_7	Protein translocase subunit SecA		unreviewed
AT1G21660	A0A178W8I1	A0A178W8I1_ARATH	At1g21660 AXX17_At1g22740	J domain-containing protein		unreviewed
AT1G21670	A0A178WNC1	A0A178WNC1_ARATH	At1g21670 AXX17_At1g22750 AN1_LOCUS2304 AT9943_LOCUS1887 C24_LOCUS2216	(thale cress) hypothetical protein		unreviewed
AT1G21680	Q9XI10	Q9XI10_ARATH	At1g21680 F8K7.10 F8K7_10	DPP6 N-terminal domain-like protein (F8K7.10 protein)		unreviewed
AT1G21690	Q93ZX1	RFC4_ARATH	RFC4 EMB1968 At1g21690 F8K7.11	Replication factor C subunit 4 (AtRFC4) (Activator 1 subunit 4) (Protein EMBRYO DEFECTIVE 1968)		reviewed
AT1G21690	F4HY43	F4HY43_ARATH	EMB1968 embryo defective 1968 replication factor C 4 RFC4 At1g21690 F8K7.11 F8K7_11	ATPase family associated with various cellular activities (AAA)		unreviewed
AT1G21690	F4HY45	F4HY45_ARATH	EMB1968 embryo defective 1968 replication factor C 4 RFC4 At1g21690 F8K7.11 F8K7_11	ATPase family associated with various cellular activities (AAA)		unreviewed
AT1G21690	F4HY46	F4HY46_ARATH	EMB1968 embryo defective 1968 replication factor C 4 RFC4 At1g21690 F8K7.11 F8K7_11	ATPase family associated with various cellular activities (AAA)		unreviewed
AT1G21720	Q9XI05	PSB3A_ARATH	PBC1 PRCT At1g21720 F8K7.15	Proteasome subunit beta type-3-A (20S proteasome beta subunit C-1) (Proteasome component T)		reviewed
AT1G21750	Q9XI01	PDI11_ARATH	PDIL1-1 PDI5 At1g21750 F8K7.19	Protein disulfide isomerase-like 1-1 (AtPDIL1-1) (EC 5.3.4.1) (Protein disulfide-isomerase 1) (PDI 1) (Protein disulfide-isomerase 5) (AtPDI5)	5.3.4.1	reviewed
AT1G21750	F4HZN9	F4HZN9_ARATH	PDIL1-1 ATPDI5 ATPDIL1-1 PDI-like 1-1 PDI5 PROTEIN DISULFIDE ISOMERASE 5 At1g21750 F8K7.19 F8K7_19	Protein disulfide-isomerase (EC 5.3.4.1)	5.3.4.1	unreviewed
AT1G22000	Q9LM63	FDL5_ARATH	At1g22000 F2E2.3	Putative F-box/FBD/LRR-repeat protein At1g22000		reviewed
AT1G22030	A0A178WK65	A0A178WK65_ARATH	At1g22030 AXX17_At1g23100	BPS1-like protein		unreviewed
AT1G22060	F4HZS8	F4HZS8_ARATH	At1g22060 F2E2.13 F2E2_13	Sporulation-specific protein		unreviewed
